TOP.5e2d3950.00090d69	START
TOP.5e2d3e42.000b00f5	user_options->runtime	0
TOP.5e2d3e42.000b00f5	user_options->scrypt_tmto	0
TOP.5e2d3e42.000b00f5	user_options->segment_size	33554432
TOP.5e2d3e42.000b00f5	user_options->self_test_disable	1
TOP.5e2d3e42.000b00f5	user_options->slow_candidates	0
TOP.5e2d3e42.000b00f5	user_options->show	0
TOP.5e2d3e42.000b00f5	user_options->speed_only	0
TOP.5e2d3e42.000b00f5	user_options->spin_damp	8
TOP.5e2d3e42.000b00f5	user_options->status	1
TOP.5e2d3e42.000b00f5	user_options->status_timer	60
TOP.5e2d3e42.000b00f5	user_options->stdout_flag	0
TOP.5e2d3e42.000b00f5	user_options->usage	0
TOP.5e2d3e42.000b00f5	user_options->username	0
TOP.5e2d3e42.000b00f5	user_options->veracrypt_pim	0
TOP.5e2d3e42.000b00f5	user_options->version	0
TOP.5e2d3e42.000b00f5	user_options->workload_profile	2
TOP.5e2d3e42.000b00f5	user_options->brain_client	0
TOP.5e2d3e42.000b00f5	user_options->brain_client_features	2
TOP.5e2d3e42.000b00f5	user_options->brain_server	0
TOP.5e2d3e42.000b00f5	user_options->brain_port	6863
TOP.5e2d3e42.000b00f5	user_options->brain_session	0
TOP.5e2d3e42.000b00f5	hashes->hashfile	C:\Users\John\Downloads\Portables\Hashcat\hashes\hash.txt
TOP.5e2d3e42.000b00f5	hashes->hashlist_mode	4
TOP.5e2d3e42.000b00f5	hashes->hashlist_format	0
TOP.5e2d3e42.000b00f5	hashes->hashes_cnt	0
TOP.5e2d3e42.000b00f5	hashes->digests_cnt	1
TOP.5e2d3e42.000b00f5	hashes->digests_done	0
TOP.5e2d3e42.000b00f5	hashes->salts_cnt	1
TOP.5e2d3e42.000b00f5	hashes->salts_done	0
TOP.5e2d3e42.000b00f5	SUB.5e2d3e44.0006b6ab	START
TOP.5e2d3e42.000b00f5	SUB.5e2d3e44.0006b6ab	straight_ctx->dict	C:\Users\John\Desktop\SkullSecurityComp
TOP.5e2d3e42.000b00f5	SUB.5e2d3e44.0006b6ab	runtime_start	1580023364
TOP.5e2d3e42.000b00f5	SUB.5e2d3e44.0006b6ab	runtime_stop	1580023364
TOP.5e2d3e42.000b00f5	SUB.5e2d3e44.0006b6ab	status-after-work	13
TOP.5e2d3e42.000b00f5	SUB.5e2d3e44.0006b6ab	STOP
TOP.5e2d3e42.000b00f5	proc_start	1580023362
TOP.5e2d3e42.000b00f5	proc_stop	1580023366
TOP.5e2d3e42.000b00f5	STOP
TOP.5e2d3e5d.00007707	START
TOP.5e2d3e5d.00007707	user_options->separator	:
TOP.5e2d3e5d.00007707	user_options->encoding_from	utf-8
TOP.5e2d3e5d.00007707	user_options->encoding_to	utf-8
TOP.5e2d3e5d.00007707	user_options->opencl_device_types	1
TOP.5e2d3e5d.00007707	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e2d3e5d.00007707	user_options->rule_buf_l	:
TOP.5e2d3e5d.00007707	user_options->rule_buf_r	:
TOP.5e2d3e5d.00007707	user_options->session	2020-01-26
TOP.5e2d3e5d.00007707	user_options->limit	0
TOP.5e2d3e5d.00007707	user_options->skip	0
TOP.5e2d3e5d.00007707	user_options->attack_mode	0
TOP.5e2d3e5d.00007707	user_options->benchmark	0
TOP.5e2d3e5d.00007707	user_options->benchmark_all	0
TOP.5e2d3e5d.00007707	user_options->bitmap_max	18
TOP.5e2d3e5d.00007707	user_options->bitmap_min	16
TOP.5e2d3e5d.00007707	user_options->debug_mode	0
TOP.5e2d3e5d.00007707	user_options->example_hashes	0
TOP.5e2d3e5d.00007707	user_options->force	1
TOP.5e2d3e5d.00007707	user_options->hwmon_disable	0
TOP.5e2d3e5d.00007707	user_options->hwmon_temp_abort	90
TOP.5e2d3e5d.00007707	user_options->hash_mode	1000
TOP.5e2d3e5d.00007707	user_options->hex_charset	0
TOP.5e2d3e5d.00007707	user_options->hex_salt	0
TOP.5e2d3e5d.00007707	user_options->hex_wordlist	0
TOP.5e2d3e5d.00007707	user_options->increment	0
TOP.5e2d3e5d.00007707	user_options->increment_max	256
TOP.5e2d3e5d.00007707	user_options->increment_min	1
TOP.5e2d3e5d.00007707	user_options->keep_guessing	0
TOP.5e2d3e5d.00007707	user_options->kernel_accel	0
TOP.5e2d3e5d.00007707	user_options->kernel_loops	0
TOP.5e2d3e5d.00007707	user_options->kernel_threads	0
TOP.5e2d3e5d.00007707	user_options->keyspace	0
TOP.5e2d3e5d.00007707	user_options->left	0
TOP.5e2d3e5d.00007707	user_options->logfile_disable	0
TOP.5e2d3e5d.00007707	user_options->loopback	0
TOP.5e2d3e5d.00007707	user_options->machine_readable	0
TOP.5e2d3e5d.00007707	user_options->markov_classic	0
TOP.5e2d3e5d.00007707	user_options->markov_disable	0
TOP.5e2d3e5d.00007707	user_options->markov_threshold	256
TOP.5e2d3e5d.00007707	user_options->opencl_info	0
TOP.5e2d3e5d.00007707	user_options->opencl_vector_width	0
TOP.5e2d3e5d.00007707	user_options->optimized_kernel_enable	1
TOP.5e2d3e5d.00007707	user_options->outfile_autohex	1
TOP.5e2d3e5d.00007707	user_options->outfile_check_timer	5
TOP.5e2d3e5d.00007707	user_options->outfile_format	1
TOP.5e2d3e5d.00007707	user_options->wordlist_autohex_disable	0
TOP.5e2d3e5d.00007707	user_options->potfile_disable	1
TOP.5e2d3e5d.00007707	user_options->progress_only	0
TOP.5e2d3e5d.00007707	user_options->quiet	0
TOP.5e2d3e5d.00007707	user_options->remove	0
TOP.5e2d3e5d.00007707	user_options->remove_timer	60
TOP.5e2d3e5d.00007707	user_options->restore	0
TOP.5e2d3e5d.00007707	user_options->restore_disable	0
TOP.5e2d3e5d.00007707	user_options->restore_timer	60
TOP.5e2d3e5d.00007707	user_options->rp_files_cnt	0
TOP.5e2d3e5d.00007707	user_options->rp_gen	1000
TOP.5e2d3e5d.00007707	user_options->rp_gen_func_max	4
TOP.5e2d3e5d.00007707	user_options->rp_gen_func_min	1
TOP.5e2d3e5d.00007707	user_options->rp_gen_seed	0
TOP.5e2d3e5d.00007707	user_options->runtime	0
TOP.5e2d3e5d.00007707	user_options->scrypt_tmto	0
TOP.5e2d3e5d.00007707	user_options->segment_size	33554432
TOP.5e2d3e5d.00007707	user_options->self_test_disable	1
TOP.5e2d3e5d.00007707	user_options->slow_candidates	0
TOP.5e2d3e5d.00007707	user_options->show	0
TOP.5e2d3e5d.00007707	user_options->speed_only	0
TOP.5e2d3e5d.00007707	user_options->spin_damp	8
TOP.5e2d3e5d.00007707	user_options->status	1
TOP.5e2d3e5d.00007707	user_options->status_timer	60
TOP.5e2d3e5d.00007707	user_options->stdout_flag	0
TOP.5e2d3e5d.00007707	user_options->usage	0
TOP.5e2d3e5d.00007707	user_options->username	0
TOP.5e2d3e5d.00007707	user_options->veracrypt_pim	0
TOP.5e2d3e5d.00007707	user_options->version	0
TOP.5e2d3e5d.00007707	user_options->workload_profile	2
TOP.5e2d3e5d.00007707	user_options->brain_client	0
TOP.5e2d3e5d.00007707	user_options->brain_client_features	2
TOP.5e2d3e5d.00007707	user_options->brain_server	0
TOP.5e2d3e5d.00007707	user_options->brain_port	6863
TOP.5e2d3e5d.00007707	user_options->brain_session	0
TOP.5e2d3e5d.00007707	proc_start	1580023389
TOP.5e2d3e5d.00007707	proc_stop	1580023389
TOP.5e2d3e5d.00007707	STOP
TOP.5e2d3e7e.000a7ef8	START
TOP.5e2d3e7e.000a7ef8	user_options->separator	:
TOP.5e2d3e7e.000a7ef8	user_options->encoding_from	utf-8
TOP.5e2d3e7e.000a7ef8	user_options->encoding_to	utf-8
TOP.5e2d3e7e.000a7ef8	user_options->opencl_device_types	1
TOP.5e2d3e7e.000a7ef8	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e2d3e7e.000a7ef8	user_options->rule_buf_l	:
TOP.5e2d3e7e.000a7ef8	user_options->rule_buf_r	:
TOP.5e2d3e7e.000a7ef8	user_options->session	2020-01-26
TOP.5e2d3e7e.000a7ef8	user_options->limit	0
TOP.5e2d3e7e.000a7ef8	user_options->skip	0
TOP.5e2d3e7e.000a7ef8	user_options->attack_mode	0
TOP.5e2d3e7e.000a7ef8	user_options->benchmark	0
TOP.5e2d3e7e.000a7ef8	user_options->benchmark_all	0
TOP.5e2d3e7e.000a7ef8	user_options->bitmap_max	18
TOP.5e2d3e7e.000a7ef8	user_options->bitmap_min	16
TOP.5e2d3e7e.000a7ef8	user_options->debug_mode	0
TOP.5e2d3e7e.000a7ef8	user_options->example_hashes	0
TOP.5e2d3e7e.000a7ef8	user_options->force	1
TOP.5e2d3e7e.000a7ef8	user_options->hwmon_disable	0
TOP.5e2d3e7e.000a7ef8	user_options->hwmon_temp_abort	90
TOP.5e2d3e7e.000a7ef8	user_options->hash_mode	1000
TOP.5e2d3e7e.000a7ef8	user_options->hex_charset	0
TOP.5e2d3e7e.000a7ef8	user_options->hex_salt	0
TOP.5e2d3e7e.000a7ef8	user_options->hex_wordlist	0
TOP.5e2d3e7e.000a7ef8	user_options->increment	0
TOP.5e2d3e7e.000a7ef8	user_options->increment_max	256
TOP.5e2d3e7e.000a7ef8	user_options->increment_min	1
TOP.5e2d3e7e.000a7ef8	user_options->keep_guessing	0
TOP.5e2d3e7e.000a7ef8	user_options->kernel_accel	0
TOP.5e2d3e7e.000a7ef8	user_options->kernel_loops	0
TOP.5e2d3e7e.000a7ef8	user_options->kernel_threads	0
TOP.5e2d3e7e.000a7ef8	user_options->keyspace	0
TOP.5e2d3e7e.000a7ef8	user_options->left	0
TOP.5e2d3e7e.000a7ef8	user_options->logfile_disable	0
TOP.5e2d3e7e.000a7ef8	user_options->loopback	0
TOP.5e2d3e7e.000a7ef8	user_options->machine_readable	0
TOP.5e2d3e7e.000a7ef8	user_options->markov_classic	0
TOP.5e2d3e7e.000a7ef8	user_options->markov_disable	0
TOP.5e2d3e7e.000a7ef8	user_options->markov_threshold	256
TOP.5e2d3e7e.000a7ef8	user_options->opencl_info	0
TOP.5e2d3e7e.000a7ef8	user_options->opencl_vector_width	0
TOP.5e2d3e7e.000a7ef8	user_options->optimized_kernel_enable	1
TOP.5e2d3e7e.000a7ef8	user_options->outfile_autohex	1
TOP.5e2d3e7e.000a7ef8	user_options->outfile_check_timer	5
TOP.5e2d3e7e.000a7ef8	user_options->outfile_format	1
TOP.5e2d3e7e.000a7ef8	user_options->wordlist_autohex_disable	0
TOP.5e2d3e7e.000a7ef8	user_options->potfile_disable	1
TOP.5e2d3e7e.000a7ef8	user_options->progress_only	0
TOP.5e2d3e7e.000a7ef8	user_options->quiet	0
TOP.5e2d3e7e.000a7ef8	user_options->remove	0
TOP.5e2d3e7e.000a7ef8	user_options->remove_timer	60
TOP.5e2d3e7e.000a7ef8	user_options->restore	0
TOP.5e2d3e7e.000a7ef8	user_options->restore_disable	0
TOP.5e2d3e7e.000a7ef8	user_options->restore_timer	60
TOP.5e2d3e7e.000a7ef8	user_options->rp_files_cnt	0
TOP.5e2d3e7e.000a7ef8	user_options->rp_gen	1000
TOP.5e2d3e7e.000a7ef8	user_options->rp_gen_func_max	4
TOP.5e2d3e7e.000a7ef8	user_options->rp_gen_func_min	1
TOP.5e2d3e7e.000a7ef8	user_options->rp_gen_seed	0
TOP.5e2d3e7e.000a7ef8	user_options->runtime	0
TOP.5e2d3e7e.000a7ef8	user_options->scrypt_tmto	0
TOP.5e2d3e7e.000a7ef8	user_options->segment_size	33554432
TOP.5e2d3e7e.000a7ef8	user_options->self_test_disable	0
TOP.5e2d3e7e.000a7ef8	user_options->slow_candidates	0
TOP.5e2d3e7e.000a7ef8	user_options->show	0
TOP.5e2d3e7e.000a7ef8	user_options->speed_only	0
TOP.5e2d3e7e.000a7ef8	user_options->spin_damp	8
TOP.5e2d3e7e.000a7ef8	user_options->status	1
TOP.5e2d3e7e.000a7ef8	user_options->status_timer	60
TOP.5e2d3e7e.000a7ef8	user_options->stdout_flag	0
TOP.5e2d3e7e.000a7ef8	user_options->usage	0
TOP.5e2d3e7e.000a7ef8	user_options->username	0
TOP.5e2d3e7e.000a7ef8	user_options->veracrypt_pim	0
TOP.5e2d3e7e.000a7ef8	user_options->version	0
TOP.5e2d3e7e.000a7ef8	user_options->workload_profile	2
TOP.5e2d3e7e.000a7ef8	user_options->brain_client	0
TOP.5e2d3e7e.000a7ef8	user_options->brain_client_features	2
TOP.5e2d3e7e.000a7ef8	user_options->brain_server	0
TOP.5e2d3e7e.000a7ef8	user_options->brain_port	6863
TOP.5e2d3e7e.000a7ef8	user_options->brain_session	0
TOP.5e2d3e7e.000a7ef8	hashes->hashfile	C:\Users\John\Downloads\Portables\Hashcat\hashes\hash.txt
TOP.5e2d3e7e.000a7ef8	hashes->hashlist_mode	4
TOP.5e2d3e7e.000a7ef8	hashes->hashlist_format	0
TOP.5e2d3e7e.000a7ef8	hashes->hashes_cnt	0
TOP.5e2d3e7e.000a7ef8	hashes->digests_cnt	1
TOP.5e2d3e7e.000a7ef8	hashes->digests_done	0
TOP.5e2d3e7e.000a7ef8	hashes->salts_cnt	1
TOP.5e2d3e7e.000a7ef8	hashes->salts_done	0
TOP.5e2d3e7e.000a7ef8	proc_start	1580023422
TOP.5e2d3e7e.000a7ef8	proc_stop	1580023423
TOP.5e2d3e7e.000a7ef8	STOP
TOP.5e2d3e87.000e28ab	START
TOP.5e2d3e87.000e28ab	user_options->separator	:
TOP.5e2d3e87.000e28ab	user_options->encoding_from	utf-8
TOP.5e2d3e87.000e28ab	user_options->encoding_to	utf-8
TOP.5e2d3e87.000e28ab	user_options->opencl_device_types	1
TOP.5e2d3e87.000e28ab	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e2d3e87.000e28ab	user_options->rule_buf_l	:
TOP.5e2d3e87.000e28ab	user_options->rule_buf_r	:
TOP.5e2d3e87.000e28ab	user_options->session	2020-01-26
TOP.5e2d3e87.000e28ab	user_options->limit	0
TOP.5e2d3e87.000e28ab	user_options->skip	0
TOP.5e2d3e87.000e28ab	user_options->attack_mode	0
TOP.5e2d3e87.000e28ab	user_options->benchmark	0
TOP.5e2d3e87.000e28ab	user_options->benchmark_all	0
TOP.5e2d3e87.000e28ab	user_options->bitmap_max	18
TOP.5e2d3e87.000e28ab	user_options->bitmap_min	16
TOP.5e2d3e87.000e28ab	user_options->debug_mode	0
TOP.5e2d3e87.000e28ab	user_options->example_hashes	0
TOP.5e2d3e87.000e28ab	user_options->force	1
TOP.5e2d3e87.000e28ab	user_options->hwmon_disable	0
TOP.5e2d3e87.000e28ab	user_options->hwmon_temp_abort	90
TOP.5e2d3e87.000e28ab	user_options->hash_mode	1000
TOP.5e2d3e87.000e28ab	user_options->hex_charset	0
TOP.5e2d3e87.000e28ab	user_options->hex_salt	0
TOP.5e2d3e87.000e28ab	user_options->hex_wordlist	0
TOP.5e2d3e87.000e28ab	user_options->increment	0
TOP.5e2d3e87.000e28ab	user_options->increment_max	256
TOP.5e2d3e87.000e28ab	user_options->increment_min	1
TOP.5e2d3e87.000e28ab	user_options->keep_guessing	0
TOP.5e2d3e87.000e28ab	user_options->kernel_accel	0
TOP.5e2d3e87.000e28ab	user_options->kernel_loops	0
TOP.5e2d3e87.000e28ab	user_options->kernel_threads	0
TOP.5e2d3e87.000e28ab	user_options->keyspace	0
TOP.5e2d3e87.000e28ab	user_options->left	0
TOP.5e2d3e87.000e28ab	user_options->logfile_disable	0
TOP.5e2d3e87.000e28ab	user_options->loopback	0
TOP.5e2d3e87.000e28ab	user_options->machine_readable	0
TOP.5e2d3e87.000e28ab	user_options->markov_classic	0
TOP.5e2d3e87.000e28ab	user_options->markov_disable	0
TOP.5e2d3e87.000e28ab	user_options->markov_threshold	256
TOP.5e2d3e87.000e28ab	user_options->opencl_info	0
TOP.5e2d3e87.000e28ab	user_options->opencl_vector_width	0
TOP.5e2d3e87.000e28ab	user_options->optimized_kernel_enable	1
TOP.5e2d3e87.000e28ab	user_options->outfile_autohex	1
TOP.5e2d3e87.000e28ab	user_options->outfile_check_timer	5
TOP.5e2d3e87.000e28ab	user_options->outfile_format	1
TOP.5e2d3e87.000e28ab	user_options->wordlist_autohex_disable	0
TOP.5e2d3e87.000e28ab	user_options->potfile_disable	1
TOP.5e2d3e87.000e28ab	user_options->progress_only	0
TOP.5e2d3e87.000e28ab	user_options->quiet	0
TOP.5e2d3e87.000e28ab	user_options->remove	0
TOP.5e2d3e87.000e28ab	user_options->remove_timer	60
TOP.5e2d3e87.000e28ab	user_options->restore	0
TOP.5e2d3e87.000e28ab	user_options->restore_disable	0
TOP.5e2d3e87.000e28ab	user_options->restore_timer	60
TOP.5e2d3e87.000e28ab	user_options->rp_files_cnt	0
TOP.5e2d3e87.000e28ab	user_options->rp_gen	1000
TOP.5e2d3e87.000e28ab	user_options->rp_gen_func_max	4
TOP.5e2d3e87.000e28ab	user_options->rp_gen_func_min	1
TOP.5e2d3e87.000e28ab	user_options->rp_gen_seed	0
TOP.5e2d3e87.000e28ab	user_options->runtime	0
TOP.5e2d3e87.000e28ab	user_options->scrypt_tmto	0
TOP.5e2d3e87.000e28ab	user_options->segment_size	33554432
TOP.5e2d3e87.000e28ab	user_options->self_test_disable	0
TOP.5e2d3e87.000e28ab	user_options->slow_candidates	0
TOP.5e2d3e87.000e28ab	user_options->show	0
TOP.5e2d3e87.000e28ab	user_options->speed_only	0
TOP.5e2d3e87.000e28ab	user_options->spin_damp	8
TOP.5e2d3e87.000e28ab	user_options->status	1
TOP.5e2d3e87.000e28ab	user_options->status_timer	60
TOP.5e2d3e87.000e28ab	user_options->stdout_flag	0
TOP.5e2d3e87.000e28ab	user_options->usage	0
TOP.5e2d3e87.000e28ab	user_options->username	0
TOP.5e2d3e87.000e28ab	user_options->veracrypt_pim	0
TOP.5e2d3e87.000e28ab	user_options->version	0
TOP.5e2d3e87.000e28ab	user_options->workload_profile	2
TOP.5e2d3e87.000e28ab	user_options->brain_client	0
TOP.5e2d3e87.000e28ab	user_options->brain_client_features	2
TOP.5e2d3e87.000e28ab	user_options->brain_server	0
TOP.5e2d3e87.000e28ab	user_options->brain_port	6863
TOP.5e2d3e87.000e28ab	user_options->brain_session	0
TOP.5e2d3e87.000e28ab	hashes->hashfile	C:\Users\John\Downloads\Portables\Hashcat\hashes\hash.txt
TOP.5e2d3e87.000e28ab	hashes->hashlist_mode	4
TOP.5e2d3e87.000e28ab	hashes->hashlist_format	0
TOP.5e2d3e87.000e28ab	hashes->hashes_cnt	0
TOP.5e2d3e87.000e28ab	hashes->digests_cnt	1
TOP.5e2d3e87.000e28ab	hashes->digests_done	0
TOP.5e2d3e87.000e28ab	hashes->salts_cnt	1
TOP.5e2d3e87.000e28ab	hashes->salts_done	0
TOP.5e2d3e87.000e28ab	proc_start	1580023431
TOP.5e2d3e87.000e28ab	proc_stop	1580023432
TOP.5e2d3e87.000e28ab	STOP
TOP.5e2d3ea2.0008e014	START
TOP.5e2d3ea2.0008e014	user_options->separator	:
TOP.5e2d3ea2.0008e014	user_options->encoding_from	utf-8
TOP.5e2d3ea2.0008e014	user_options->encoding_to	utf-8
TOP.5e2d3ea2.0008e014	user_options->opencl_device_types	1
TOP.5e2d3ea2.0008e014	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e2d3ea2.0008e014	user_options->rule_buf_l	:
TOP.5e2d3ea2.0008e014	user_options->rule_buf_r	:
TOP.5e2d3ea2.0008e014	user_options->session	2020-01-26
TOP.5e2d3ea2.0008e014	user_options->limit	0
TOP.5e2d3ea2.0008e014	user_options->skip	0
TOP.5e2d3ea2.0008e014	user_options->attack_mode	0
TOP.5e2d3ea2.0008e014	user_options->benchmark	0
TOP.5e2d3ea2.0008e014	user_options->benchmark_all	0
TOP.5e2d3ea2.0008e014	user_options->bitmap_max	18
TOP.5e2d3ea2.0008e014	user_options->bitmap_min	16
TOP.5e2d3ea2.0008e014	user_options->debug_mode	0
TOP.5e2d3ea2.0008e014	user_options->example_hashes	0
TOP.5e2d3ea2.0008e014	user_options->force	1
TOP.5e2d3ea2.0008e014	user_options->hwmon_disable	0
TOP.5e2d3ea2.0008e014	user_options->hwmon_temp_abort	90
TOP.5e2d3ea2.0008e014	user_options->hash_mode	1000
TOP.5e2d3ea2.0008e014	user_options->hex_charset	0
TOP.5e2d3ea2.0008e014	user_options->hex_salt	0
TOP.5e2d3ea2.0008e014	user_options->hex_wordlist	0
TOP.5e2d3ea2.0008e014	user_options->increment	0
TOP.5e2d3ea2.0008e014	user_options->increment_max	256
TOP.5e2d3ea2.0008e014	user_options->increment_min	1
TOP.5e2d3ea2.0008e014	user_options->keep_guessing	0
TOP.5e2d3ea2.0008e014	user_options->kernel_accel	0
TOP.5e2d3ea2.0008e014	user_options->kernel_loops	0
TOP.5e2d3ea2.0008e014	user_options->kernel_threads	0
TOP.5e2d3ea2.0008e014	user_options->keyspace	0
TOP.5e2d3ea2.0008e014	user_options->left	0
TOP.5e2d3ea2.0008e014	user_options->logfile_disable	0
TOP.5e2d3ea2.0008e014	user_options->loopback	0
TOP.5e2d3ea2.0008e014	user_options->machine_readable	0
TOP.5e2d3ea2.0008e014	user_options->markov_classic	0
TOP.5e2d3ea2.0008e014	user_options->markov_disable	0
TOP.5e2d3ea2.0008e014	user_options->markov_threshold	256
TOP.5e2d3ea2.0008e014	user_options->opencl_info	0
TOP.5e2d3ea2.0008e014	user_options->opencl_vector_width	0
TOP.5e2d3ea2.0008e014	user_options->optimized_kernel_enable	1
TOP.5e2d3ea2.0008e014	user_options->outfile_autohex	1
TOP.5e2d3ea2.0008e014	user_options->outfile_check_timer	5
TOP.5e2d3ea2.0008e014	user_options->outfile_format	1
TOP.5e2d3ea2.0008e014	user_options->wordlist_autohex_disable	0
TOP.5e2d3ea2.0008e014	user_options->potfile_disable	1
TOP.5e2d3ea2.0008e014	user_options->progress_only	0
TOP.5e2d3ea2.0008e014	user_options->quiet	0
TOP.5e2d3ea2.0008e014	user_options->remove	0
TOP.5e2d3ea2.0008e014	user_options->remove_timer	60
TOP.5e2d3ea2.0008e014	user_options->restore	0
TOP.5e2d3ea2.0008e014	user_options->restore_disable	0
TOP.5e2d3ea2.0008e014	user_options->restore_timer	60
TOP.5e2d3ea2.0008e014	user_options->rp_files_cnt	0
TOP.5e2d3ea2.0008e014	user_options->rp_gen	1000
TOP.5e2d3ea2.0008e014	user_options->rp_gen_func_max	4
TOP.5e2d3ea2.0008e014	user_options->rp_gen_func_min	1
TOP.5e2d3ea2.0008e014	user_options->rp_gen_seed	0
TOP.5e2d3ea2.0008e014	user_options->runtime	0
TOP.5e2d3ea2.0008e014	user_options->scrypt_tmto	0
TOP.5e2d3ea2.0008e014	user_options->segment_size	33554432
TOP.5e2d3ea2.0008e014	user_options->self_test_disable	1
TOP.5e2d3ea2.0008e014	user_options->slow_candidates	0
TOP.5e2d3ea2.0008e014	user_options->show	0
TOP.5e2d3ea2.0008e014	user_options->speed_only	0
TOP.5e2d3ea2.0008e014	user_options->spin_damp	8
TOP.5e2d3ea2.0008e014	user_options->status	1
TOP.5e2d3ea2.0008e014	user_options->status_timer	60
TOP.5e2d3ea2.0008e014	user_options->stdout_flag	0
TOP.5e2d3ea2.0008e014	user_options->usage	0
TOP.5e2d3ea2.0008e014	user_options->username	0
TOP.5e2d3ea2.0008e014	user_options->veracrypt_pim	0
TOP.5e2d3ea2.0008e014	user_options->version	0
TOP.5e2d3ea2.0008e014	user_options->workload_profile	2
TOP.5e2d3ea2.0008e014	user_options->brain_client	0
TOP.5e2d3ea2.0008e014	user_options->brain_client_features	2
TOP.5e2d3ea2.0008e014	user_options->brain_server	0
TOP.5e2d3ea2.0008e014	user_options->brain_port	6863
TOP.5e2d3ea2.0008e014	user_options->brain_session	0
TOP.5e2d3ea2.0008e014	hashes->hashfile	C:\Users\John\Downloads\Portables\Hashcat\hashes\hash.txt
TOP.5e2d3ea2.0008e014	hashes->hashlist_mode	4
TOP.5e2d3ea2.0008e014	hashes->hashlist_format	0
TOP.5e2d3ea2.0008e014	hashes->hashes_cnt	0
TOP.5e2d3ea2.0008e014	hashes->digests_cnt	1
TOP.5e2d3ea2.0008e014	hashes->digests_done	0
TOP.5e2d3ea2.0008e014	hashes->salts_cnt	1
TOP.5e2d3ea2.0008e014	hashes->salts_done	0
TOP.5e2d3ea2.0008e014	SUB.5e2d3ea3.0007720d	START
TOP.5e2d3ea2.0008e014	SUB.5e2d3ea3.0007720d	straight_ctx->dict	C:\Users\John\Desktop\SkullSecurityComp
TOP.5e2d3ea2.0008e014	SUB.5e2d3ea3.0007720d	runtime_start	1580023459
TOP.5e2d3ea2.0008e014	SUB.5e2d3ea3.0007720d	runtime_stop	1580023459
TOP.5e2d3ea2.0008e014	SUB.5e2d3ea3.0007720d	status-after-work	13
TOP.5e2d3ea2.0008e014	SUB.5e2d3ea3.0007720d	STOP
TOP.5e2d3ea2.0008e014	proc_start	1580023458
TOP.5e2d3ea2.0008e014	proc_stop	1580023461
TOP.5e2d3ea2.0008e014	STOP
TOP.5e2d3ec8.0008df38	START
TOP.5e2d3ec8.0008df38	user_options->separator	:
TOP.5e2d3ec8.0008df38	user_options->encoding_from	utf-8
TOP.5e2d3ec8.0008df38	user_options->encoding_to	utf-8
TOP.5e2d3ec8.0008df38	user_options->opencl_device_types	1
TOP.5e2d3ec8.0008df38	user_options->outfile	C:\Users\John\Downloads\portables\Hashcat\output\output.txt
TOP.5e2d3ec8.0008df38	user_options->rule_buf_l	:
TOP.5e2d3ec8.0008df38	user_options->rule_buf_r	:
TOP.5e2d3ec8.0008df38	user_options->session	2020-01-26
TOP.5e2d3ec8.0008df38	user_options->limit	0
TOP.5e2d3ec8.0008df38	user_options->skip	0
TOP.5e2d3ec8.0008df38	user_options->attack_mode	0
TOP.5e2d3ec8.0008df38	user_options->benchmark	0
TOP.5e2d3ec8.0008df38	user_options->benchmark_all	0
TOP.5e2d3ec8.0008df38	user_options->bitmap_max	18
TOP.5e2d3ec8.0008df38	user_options->bitmap_min	16
TOP.5e2d3ec8.0008df38	user_options->debug_mode	0
TOP.5e2d3ec8.0008df38	user_options->example_hashes	0
TOP.5e2d3ec8.0008df38	user_options->force	1
TOP.5e2d3ec8.0008df38	user_options->hwmon_disable	0
TOP.5e2d3ec8.0008df38	user_options->hwmon_temp_abort	90
TOP.5e2d3ec8.0008df38	user_options->hash_mode	0
TOP.5e2d3ec8.0008df38	user_options->hex_charset	0
TOP.5e2d3ec8.0008df38	user_options->hex_salt	0
TOP.5e2d3ec8.0008df38	user_options->hex_wordlist	0
TOP.5e2d3ec8.0008df38	user_options->increment	0
TOP.5e2d3ec8.0008df38	user_options->increment_max	256
TOP.5e2d3ec8.0008df38	user_options->increment_min	1
TOP.5e2d3ec8.0008df38	user_options->keep_guessing	0
TOP.5e2d3ec8.0008df38	user_options->kernel_accel	0
TOP.5e2d3ec8.0008df38	user_options->kernel_loops	0
TOP.5e2d3ec8.0008df38	user_options->kernel_threads	0
TOP.5e2d3ec8.0008df38	user_options->keyspace	0
TOP.5e2d3ec8.0008df38	user_options->left	0
TOP.5e2d3ec8.0008df38	user_options->logfile_disable	0
TOP.5e2d3ec8.0008df38	user_options->loopback	0
TOP.5e2d3ec8.0008df38	user_options->machine_readable	0
TOP.5e2d3ec8.0008df38	user_options->markov_classic	0
TOP.5e2d3ec8.0008df38	user_options->markov_disable	0
TOP.5e2d3ec8.0008df38	user_options->markov_threshold	256
TOP.5e2d3ec8.0008df38	user_options->opencl_info	0
TOP.5e2d3ec8.0008df38	user_options->opencl_vector_width	0
TOP.5e2d3ec8.0008df38	user_options->optimized_kernel_enable	1
